,added_by,apc_fun_url,apc_funding,can_deposit_be_waived,country,country_inclusive,country_names,creators,date,date_made_open,date_of_deposit,datestamp,deposit_of_item,dir,documents,embargo_hum_soc,embargo_sci_tech_med,eprint_status,eprintid,gold_oa_options,iliege_hefce_model,journal_article_version,last_revision,lastmod,locus_of_deposit,making_deposit_open,mandate_content_types,maximal_embargo_waivable,metadata_visibility,open_access_waivable,open_licensing_conditions,policy_adoption,policy_colour,policy_comments,policy_effecive,policy_url,policymaker_name,policymaker_type,policymaker_url,repository_url,research_process_comments,rev_number,rights_holding,rights_retention_waivable,source_of_policy,status_changed,succeeds,title,type,uri,userid,waive_open_access
65,EOS,,not_mentioned,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,embarg,41988.92405,required,disk0/00/00/05/03,,12m,12m,archive,503,not_specified,not_specified,published,,42579.83391,institution_repo,required,['etd'],not_specified,show,not_applicable,no_req,7/6/1905,black,"""Temple University requires that your research be made accessible to the academic community at large. This is effected by publishing your dissertation/thesis through ProQuest and making it available through both ProQuest and Paley Library. Further, your dissertation/thesis may be accessed via various internet search engines, such as Google. Making your research accessible to the academic community at large is a condition of Temple University's awarding research doctorates and master's degrees to those completing a degree that requires a dissertation/thesis as a culminating experience. Upon request, the Graduate School can embargo your dissertation for one year.""",,http://www.temple.edu/grad/documents/Dissertation-and-Thesis-Handbook.pdf,Temple University Graduate School,research_org_subunit,http://www.temple.edu/grad/,http://digital.library.temple.edu/cdm/,,9,author_retains,no,not_specified,12/15/2014 22:10,,Temple University Graduate School,article,http://roarmap.eprints.org/id/eprint/503,2222,no
66,EOS,,not_mentioned,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,embarg,41988.92405,required,disk0/00/00/05/04,,not_specified,not_specified,archive,504,not_specified,not_specified,published,,42209.35481,institution_repo,required,['etd'],not_applicable,show,no,no_req,,black,"Thesis policy; couldn't find a policy, but the thesis manual provides details; manual recommends Creative Commons licensing as an alternative to (C): ""students may wish to include a Creative Commons license in the same location as the copyright notice""",,http://ogs.tamu.edu/wp-content/uploads/2012/07/Thesis_Manual_July_2013_minorrevision_8_22_13.pdf,Texas A&M University,research_org_subunit,http://www.tamu.edu/,http://oaktrust.library.tamu.edu/,,5,not_mentioned,not_applicable,not_specified,12/15/2014 22:10,,Texas A&M University,article,http://roarmap.eprints.org/id/eprint/504,1,no
67,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92405,required,disk0/00/00/05/05,,not_specified,not_specified,archive,505,not_specified,not_specified,author_final,,42209.35481,institution_repo,recommended,['manuscript'],not_applicable,show,yes,no_req,3/4/2013,green,Policy grants a non-exclusive license,,http://openaccess.voices.wooster.edu/policy/,The College of Wooster,research_org,http://www.wooster.edu/,http://openworks.wooster.edu/,,6,none,not_applicable,faculty,12/15/2014 22:10,,The College of Wooster,article,http://roarmap.eprints.org/id/eprint/505,331,yes
68,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,not_specified,41988.92406,required,disk0/00/00/05/06,,not_specified,not_specified,archive,506,reccomended,not_specified,author_final,,42209.35481,any_repo,recommended,['manuscript'],not_applicable,show,yes,no_req,9/25/2009,green,"Policy grants a non-exclusive license ; ""policy applies only to works for which the author does not retain full copyright""",,http://blog.trinity.edu/open_access/93/,Trinity University,research_org,http://new.trinity.edu/,,,5,none,not_applicable,faculty,12/15/2014 22:10,,Trinity University,article,http://roarmap.eprints.org/id/eprint/506,1,yes
69,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92406,required,disk0/00/00/05/07,,12m,12m,archive,507,not_specified,yes,author_final,,42209.35481,suject_repo,not_mentioned,"['manuscript', 'data']",not_specified,show,not_specified,not_specified,2/22/2013,pink,,,http://www.ahrq.gov/funding/policies/publicaccess/index.html,US Agency for Healthcare Research and Quality (AHRQ),funder_and_research_org,http://www.ahrq.gov/,http://www.ncbi.nlm.nih.gov/pmc/,,7,not_mentioned,not_specified,administrative,12/15/2014 22:10,,US Agency for Healthcare Research and Quality (AHRQ),article,http://roarmap.eprints.org/id/eprint/507,1,not_specified
70,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92406,not_specified,disk0/00/00/05/09,,not_specified,not_specified,archive,509,not_specified,not_specified,not_specified,,42209.35481,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Centers for Disease Control and Prevention,funder_and_research_org,http://www.cdc.gov/,,"Because the CDC delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",6,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Centers for Disease Control and Prevention,article,http://roarmap.eprints.org/id/eprint/509,1,not_specified
71,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,not_specified,41988.9241,required,disk0/00/00/05/31,,12m,12m,archive,531,not_specified,not_specified,author_final,,42209.35485,any_repo,not_mentioned,['manuscript'],not_specified,show,not_specified,no_req,1/15/2014,amber,"Policy applies to Departments of Labor, Health and Human Services, and Education (and related agencies); waiver option not mentioned",,http://www.gpo.gov/fdsys/pkg/BILLS-113hr3547enr/pdf/BILLS-113hr3547enr.pdf,US Congress Consolidated Appropriations Act 2014,funder_and_research_org,http://beta.congress.gov/,Not specified,,5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Congress Consolidated Appropriations Act 2014,article,http://roarmap.eprints.org/id/eprint/531,1,not_specified
72,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92406,not_specified,disk0/00/00/05/10,,not_specified,not_specified,archive,510,not_specified,not_specified,not_specified,,42209.35481,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Department of Agriculture (USDA),funder_and_research_org,http://www.usda.gov/wps/portal/usda/usdahome,,"Because the USDA delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",6,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Agriculture (USDA),article,http://roarmap.eprints.org/id/eprint/510,1,not_specified
73,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92406,not_specified,disk0/00/00/05/11,,not_specified,not_specified,archive,511,not_specified,not_specified,not_specified,,42209.35481,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Department of Commerce (DOC),funder_and_research_org,http://www.commerce.gov/,,"Because the DoC delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",6,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Commerce (DOC),article,http://roarmap.eprints.org/id/eprint/511,1,not_specified
74,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,acceptance,41988.92407,required,disk0/00/00/05/12,,12m,12m,archive,512,not_specified,not_specified,author_final,,42209.35483,institution_repo,not_mentioned,"['manuscript', 'data']",not_specified,show,not_specified,not_specified,7/9/2014,pink,,,http://dtic.mil/dtic/pdf/PublicAccessMemo2014.pdf,US Department of Defense (DOD),funder_and_research_org,http://www.defense.gov/,http://www.dtic.mil/dtic/,,6,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Defense (DOD),article,http://roarmap.eprints.org/id/eprint/512,1,not_specified
75,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92407,not_specified,disk0/00/00/05/13,,not_specified,not_specified,archive,513,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan; see also section 527 of the Consolidated Appropriations Act of 2014 public access policy requirement here: http://docs.house.gov/billsthisweek/20140113/CPRT-113-HPRT-RU00-h3547-hamdt2samdt_xml.pdf,,Pending review by OSTP and the Office of Management and Budget,US Department of Education,funder_and_research_org,http://www.ed.gov/,,"Because the DoEd delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Education,article,http://roarmap.eprints.org/id/eprint/513,1,not_specified
76,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92407,not_specified,disk0/00/00/05/14,,not_specified,not_specified,archive,514,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,Pending review by OSTP and the Office of Management and Budget,US Department of Energy (DOE),funder_and_research_org,http://energy.gov/,,"Because the DoE delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Energy (DOE),article,http://roarmap.eprints.org/id/eprint/514,1,not_specified
77,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92407,not_specified,disk0/00/00/05/15,,not_specified,not_specified,archive,515,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan; see also section 527 of the Consolidated Appropriations Act of 2014 public access policy requirement here: http://docs.house.gov/billsthisweek/20140113/CPRT-113-HPRT-RU00-h3547-hamdt2samdt_xml.pdf,,Pending review by OSTP and the Office of Management and Budget,US Department of Health & Human Services (HHS),funder_and_research_org,http://www.hhs.gov/,,"Because HHS delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Health & Human Services (HHS),article,http://roarmap.eprints.org/id/eprint/515,1,not_specified
78,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92407,not_specified,disk0/00/00/05/16,,not_specified,not_specified,archive,516,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Department of Homeland Security (DHS),funder_and_research_org,http://www.dhs.gov/,,"Because DHS delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Homeland Security (DHS),article,http://roarmap.eprints.org/id/eprint/516,1,not_specified
79,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92407,not_specified,disk0/00/00/05/17,,not_specified,not_specified,archive,517,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,black,No policy found,,,US Department of State,funder_and_research_org,http://www.state.gov/,,Per this 2014-24-04 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) all agencies subject to the OSTP Directive have submitted drafts and the Department of State is not one of the listed agencies (contrary to ROARMAP),5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of State,article,http://roarmap.eprints.org/id/eprint/517,1,not_specified
80,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92407,not_specified,disk0/00/00/05/18,,not_specified,not_specified,archive,518,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Department of Transportation (DOT),funder_and_research_org,http://www.dot.gov/,,"Because DoT delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of Transportation (DOT),article,http://roarmap.eprints.org/id/eprint/518,1,not_specified
81,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92407,not_specified,disk0/00/00/05/19,,not_specified,not_specified,archive,519,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Department of the Interior (DOI),funder_and_research_org,http://www.doi.gov/index.cfm,,"Because DoI delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Department of the Interior (DOI),article,http://roarmap.eprints.org/id/eprint/519,1,not_specified
82,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92409,not_specified,disk0/00/00/05/20,,not_specified,not_specified,archive,520,not_specified,not_specified,not_specified,,42209.35483,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Environmental Protection Agency (EPA),funder_and_research_org,http://www.epa.gov/,,"Because the EPA delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Environmental Protection Agency (EPA),article,http://roarmap.eprints.org/id/eprint/520,1,not_specified
83,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92409,not_specified,disk0/00/00/05/23,,not_specified,not_specified,archive,523,not_specified,not_specified,not_specified,,42209.35484,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US Food and Drug Administration (FDA),funder_and_research_org,http://www.fda.gov/,,"Because the FDA delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US Food and Drug Administration (FDA),article,http://roarmap.eprints.org/id/eprint/523,1,not_specified
84,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92409,not_specified,disk0/00/00/05/25,,not_specified,not_specified,archive,525,not_specified,not_specified,not_specified,,42209.35484,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US National Aeronautics & Space Administration (NASA),funder_and_research_org,http://www.nasa.gov/,,"Because NASA delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US National Aeronautics & Space Administration (NASA),article,http://roarmap.eprints.org/id/eprint/525,1,not_specified
85,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92409,not_specified,disk0/00/00/05/26,,not_specified,not_specified,archive,526,not_specified,not_specified,not_specified,,42209.35484,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US National Institute of Standards and Technology (NIST),funder_and_research_org,http://www.nist.gov/,,"Because NIST delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US National Institute of Standards and Technology (NIST),article,http://roarmap.eprints.org/id/eprint/526,1,not_specified
86,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.9241,not_specified,disk0/00/00/05/27,,not_specified,not_specified,archive,527,not_specified,not_specified,not_specified,,42209.35484,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,US National Oceanic and Atmospheric Administration (NOAA),funder_and_research_org,http://www.noaa.gov/index.html,,"Because NOAA delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US National Oceanic and Atmospheric Administration (NOAA),article,http://roarmap.eprints.org/id/eprint/527,1,not_specified
87,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,embarg,41988.9241,required,disk0/00/00/05/28,,12m,12m,archive,528,not_specified,not_specified,author_final,42081,42209.35484,suject_repo,not_mentioned,"['manuscript', 'other']",not_specified,show,not_specified,not_specified,8/22/2013,pink,,,http://www.nsf.gov/news/special_reports/public_access/,US National Science Foundation (NSF),funder_and_research_org,http://www.nsf.gov/,,,7,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US National Science Foundation (NSF),article,http://roarmap.eprints.org/id/eprint/528,1,not_specified
88,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,other,41988.9241,required,disk0/00/00/05/29,,12m,12m,archive,529,not_specified,not_specified,other,,42209.35485,any_repo,not_mentioned,['other'],not_applicable,show,not_applicable,no_req,2/22/2013,green,"Policy effective date is the publication date of the agency's final plan; deposit date is ""a timeframe that is appropriate for each type of research conducted or sponsored by the agency""; policy applies to peer-reviewed publications and data; policy applies to final manuscript or published version; rights and waiver language was absent and likely will be addressed in the agency policies",,http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,US White House Office of Science & Technology Policy (OSTP),funder_and_research_org,http://www.whitehouse.gov/administration/eop/ostp,Not specified,,5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,US White House Office of Science & Technology Policy (OSTP),article,http://roarmap.eprints.org/id/eprint/529,1,not_specified
89,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.9241,not_specified,disk0/00/00/05/30,,not_specified,not_specified,archive,530,not_specified,not_specified,not_specified,,42209.35485,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,,USAID,funder_and_research_org,http://www.usaid.gov/,,"Because USAID delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,USAID,article,http://roarmap.eprints.org/id/eprint/530,1,not_specified
90,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.9241,required,disk0/00/00/05/32,,12m,12m,archive,532,not_specified,not_specified,author_final,42300,42337.78094,institution_repo,required,['manuscript'],not_specified,show,yes,req_open,7/24/2013,green,"Faculty vote was by the Academic Senate; “UCLA, UCI, and UCSF will begin depositing….on November 1, 2013. Progress on deposit implementation will be reviewed during the following year. Deposit of articles by faculty on the remaining campuses is expected to begin on November 1, 2014.”; policy grants a non-exclusive license.
On October 23, 2015, a Presidential Open Access Policy expanded open access rights and responsibilities to all other authors who write scholarly articles while employed at UC, including non-senate researchers, lecturers, post-doctoral scholars, administrative staff, librarians, and graduate students.",,http://osc.universityofcalifornia.edu/open-access-policy/policy-text/presidential/,University of California,research_org,http://www.universityofcalifornia.edu/,http://escholarship.org/,,6,author_retains,yes,faculty,12/15/2014 22:10,,University of California,article,http://roarmap.eprints.org/id/eprint/532,1,yes
91,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.9241,required,disk0/00/00/05/33,,not_specified,not_specified,archive,533,not_specified,not_specified,author_final,,42209.35486,institution_repo,not_mentioned,['manuscript'],not_applicable,show,yes,no_req,5/21/2012,green,Faculty vote was by the UCSF Academic Senate; UCSF Senate endorsed the UC-wide policy but agreed to abide by UCSF pre-existing policy; policy grants a non-exclusive license,11/1/2013,http://www.library.ucsf.edu/sites/all/files/ucsf_assets/ucsf_oa_policy.pdf,University of California San Francisco,research_org,http://www.ucsf.edu/,http://escholarship.org/,,5,none,not_applicable,faculty,12/15/2014 22:10,,University of California San Francisco,article,http://roarmap.eprints.org/id/eprint/533,1,not_specified
92,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92411,required,disk0/00/00/05/34,,longer,longer,archive,534,not_specified,not_specified,published,,42209.35486,not_specified,not_mentioned,['etd'],not_specified,show,not_applicable,no_req,,black,"Thesis mandate: policy states ETDs must be made available through the library catalog, not an IR; it is implied that the policy can't be waived, but there isn't specific language stating as much; a student can embargo their work to the university and broader community for 6 months + an additional 6 month extension at which time the work is opened to the university community, but the student can embargo the work for broader distribution for up to an additional 5 years",,http://www.graduatecatalog.ucf.edu/content/policies.aspx?id=5708#Thesis_Requirements; http://www.graduatecatalog.ucf.edu/content/policies.aspx?id=5696#Dissertation_Requirements,University of Central Florida,research_org,http://www.ucf.edu/,,,5,not_mentioned,not_applicable,not_specified,12/15/2014 22:10,,University of Central Florida,article,http://roarmap.eprints.org/id/eprint/534,1,not_specified
